Sample;Package;Version;Model;Rank;QC;Drug A;Drug B;Synergy Score;Median (syn);MAD (syn);Mean (syn);SEM (syn);SD (syn);Median/MAD (syn);Mean/SD (syn);Maximum (syn);Antagonism Score;Median (ant);MAD (ant);Mean (ant);SEM (ant);SD (ant);Median/MAD (ant);Mean/SD (ant);Maximum (ant);EC50 (Drug A);EC50 (Drug B);bayesfactor;observation noise;kernel length scale;kernel amplitude;divergent;max_treedepth
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;103;PASS;Paclitaxel (NSC 125973);Selpercatinib (LOXO-292);2,56489658366256;2,56489658366256;2,99074738953966;3,16196808773307;0,120022051698319;2,85330741800656;0,857610573408324;1,10818145075478;21,1780705608188;1,39355556415989;1,39355556415989;2,0659596581291;2,50030210405398;0,152783225679663;2,83575052931979;0,674531837384411;0,881707356906931;15,694984237199;10,6065803946602;24111,2492238952;1,757069437257;0,099434120908349;7,75174200692295;0,407502607583736;0;17
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;104;PASS;Entrektinib (RXDX-101);Paclitaxel (NSC 125973);2,54609009566424;2,54609009566424;3,21725815901463;3,36551229519378;0,0992759364556938;3,03145520965883;0,791385076926513;1,11020041429167;15,8536815068917;0,22912148518471;0,22912148518471;0,339634380176444;0,741727630140212;0,0307577667627825;1,13765570624908;0,6746121669593;0,651979000382929;9,68088206375509;3330,16629512333;13,4456124606515;1,7545318427616;0,0932356096288636;15,0849411346804;0,419017054564839;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;105;PASS;Flunarizine 2HCl;Paclitaxel (NSC 125973);2,53994267274688;2,53994267274688;2,825204088117;3,02386997418704;0,0726078144581061;2,54020166091005;0,899029802282267;1,19040959833567;12,1473875577805;0,0248393812333523;0,0248393812333523;0,0368095986557358;0,299573831338148;0,0122305099364582;0,55892865537393;0,674807173684892;0,535978659275807;4,18313779513086;31851,6543272921;10,8685848852357;1,665486816596;0,0654712079662937;257,941069549854;0,188315558484562;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;106;PASS;Niclosamide (BAY2353);Paclitaxel (NSC 125973);2,46514252111679;2,46514252111679;2,23051894537325;2,68186846956155;0,0665970162716907;1,98642415068515;1,1051878874332;1,35010277932576;10,2043517542305;0,0374895158846275;0,0374895158846275;0,0555594924411188;0,284757587790428;0,0125235708111041;0,512465899633329;0,674763469525183;0,555661533760925;3,83698371357074;2928,37830601506;12,7939705897506;1,98930747024044;0,0576971335390937;35,5103247818765;0,189662012808035;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;107;PASS;Dabrafenib ;Trametinib (GSK1120212);2,44540441744581;2,44540441744581;1,71888029598887;2,64835920841777;0,0495004453390572;1,73428610527743;1,42267290116266;1,52706363795102;12,3482285981717;3,52328751518319;3,52328751518319;1,86703536995985;3,55177116214785;0,0655253138388089;1,92994950123631;1,88710271474875;1,84034409183899;11,2852498017096;377,933336098858;49,5279625596501;6,83045152774987;0,0497777760827724;2,98766752972232;0,80375009692061;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;108;PASS;Dexamethasone;Trametinib (GSK1120212);2,39556421450973;2,39556421450973;2,09009979474375;2,65792833432125;0,0548266693826376;1,95380970901435;1,14614824638238;1,36038638406717;10,0142859909249;0,00769536656850379;0,00769536656850379;0,0113989507747077;0,235027255651829;0,0108733965700323;0,473598950097521;0,675094288991799;0,496257974396761;4,16560492455979;257,187127783224;54,3373342327065;2,07913938774355;0,0482935076653327;42,000494974132;0,19903053796366;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;109;PASS;Cucurbitacin I (JSI-124);Niraparib (MK-4827);2,37601128376744;2,37601128376744;3,44789756119682;4,0672330948131;0,307763492516547;4,355623564292;0,68911887363112;0,933792533733374;23,0443729609853;1,67233156969628;1,67233156969628;2,28941888554625;2,26439647055796;0,109670356650879;2,21002734660233;0,730461157743645;1,02460110913976;11,7332671604929;795,647918013532;11438,5271431418;2,27585215000417;0,0709243355790099;7,38310329346041;0,802950066310681;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;110;PASS;Trametinib (GSK1120212);Flunarizine 2HCl;2,33923041043471;2,33923041043471;2,39700980335008;2,67798964567569;0,0692135304905924;2,1686290170985;0,975895220438974;1,23488134777411;13,0670541725369;0,936371922911671;0,936371922911671;1,33960405309812;1,36355645559508;0,042195733467057;1,43762734088994;0,698991557054572;0,948476991784946;8,79705874405028;64,8549789630018;708956,312116644;2,81638035590534;0,055167167452987;6,12001041414546;0,371867228854436;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;111;PASS;Paclitaxel (NSC 125973);Panobinostat (LBH589);2,30295010126505;2,30295010126505;2,18165085356474;2,55521128440347;0,0561094589187975;1,98552379765585;1,05559975259199;1,2869255520325;11,2715020311382;1,72606015003929;1,72606015003929;2,1535245710563;2,24835580617626;0,0666440577686219;2,15554443422593;0,801504739364388;1,04305704418645;13,9572781564368;11,2083617521862;190,492039309834;3,23899682336972;0,0895636207711952;8,19871818155176;0,441424442823989;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;112;PASS;Mebendalzole;Trametinib (GSK1120212);2,28226716580707;2,28226716580707;2,63436969096068;2,87603996488181;0,0749400319798597;2,63242946346098;0,866342781591445;1,09254538958947;16,4955532305145;0,297361884615895;0,297361884615895;0,440778889174209;0,720855035954106;0,0236136907143422;1,01881788831173;0,67462823633182;0,707540615672372;8,63256660364692;552,981582991316;152,029096911673;1,25541398006348;0,0773054423302035;13,5830195150645;0,184245024445285;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;113;PASS;Selpercatinib (LOXO-292);Trametinib (GSK1120212);2,25300782942752;2,25300782942752;2,4711691947453;2,70315594385125;0,0735671855849688;2,2826689532359;0,911717349916113;1,18421311765085;11,3700997924023;0,252124501558288;0,252124501558288;0,373692651042216;0,548271548004831;0,0181301053687229;0,756540525447906;0,674684131077027;0,724708762534868;6,70254417111705;22612,6856317257;47,7595446027759;1,60889713952053;0,0500451088792542;16,8688466675744;0,291139479848195;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;114;PASS;Everolimus (RAD001);Olaparib (AZD2281);2,23913209662814;2,23913209662814;2,65693658014277;2,82714865680081;0,0758246344727045;2,52964080082673;0,842749545985708;1,11761349855787;13,624100439989;0,247034535844961;0,247034535844961;0,366189541007682;0,700101272400332;0,0298729892594659;1,06226444156037;0,674608387681338;0,659064960672078;12,8080124681139;235,055534494191;75579,4165909714;2,78814682006878;0,0676802922250955;11,3250180893629;0,439972911134198;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;115;PASS;Carboplatin (NSC 241240);Gemcitabine (LY-188011) HCl;2,21947389472965;2,21947389472965;3,04165083248714;3,36464111065453;0,0827096446943648;3,49330639343316;0,729693846191676;0,963171893120868;19,4001526078935;0,0564012744997062;0,0564012744997062;0,0835990128039521;0,648654815567652;0,0315140875241737;1,25540420178311;0,67466436035522;0,516690014774793;10,27676641277;4759,94569589219;115,181596186933;1,42010177447361;0,156659959231857;21,2784291299733;0,272546327269488;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;116;PASS;AZD8055;Paclitaxel (NSC 125973);2,21291839325897;2,21291839325897;2,32227343334554;2,48189817019879;0,0743220268190506;2,01415627705583;0,952910351332301;1,23223230798257;11,2024392434437;2,23585937196569;2,23585937196569;2,12846883345001;2,50631598762858;0,0698383135120704;1,92374969432482;1,05045436269866;1,30282853066715;10,7998073711324;182,515081834436;11,5529362675143;2,29998291981625;0,0694325981501122;15,7303860590079;0,412650345222438;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;117;PASS;Paclitaxel (NSC 125973);TNKS1/2 inhibitor (OM-153);2,20801397844007;2,20801397844007;2,45483011593031;2,68853389449686;0,0626882838151383;2,30685488394123;0,899456937615131;1,16546009389988;11,3557642456298;0,074787692153479;0,074787692153479;0,110845423821748;0,394531429758328;0,0162137356263603;0,683198758275014;0,674702568450152;0,577476795705056;5,14464549859081;10,8373069663865;112,029459084714;1,07443834831374;0,0691967728456254;20,4861324118397;0,145014371780174;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;118;PASS;Gedatolisib (PKI-587);Paclitaxel (NSC 125973);2,19515108863942;2,19515108863942;2,41945080796738;2,71032537201431;0,0620325038479771;2,32059840889863;0,907293126775161;1,16794582991284;11,7041579192553;0,0908065323489657;0,0908065323489657;0,134589575749258;0,41940894226163;0,0161113073736908;0,719340939507982;0,674692165744988;0,583046117948604;6,79000543124906;1668,81800547468;11,1653939639379;1,45863685430752;0,0625470657817852;21,2930459829849;0,155273048167972;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;119;PASS;Cobimetinib;Paclitaxel (NSC 125973);2,18047965107282;2,18047965107282;2,58773360097055;2,76920372815185;0,0622356903622747;2,54936531769795;0,842621377353144;1,08623626880038;15,0878155951782;0,198054939514113;0,198054939514113;0,293573239185895;0,641336609456073;0,0266763757871189;1,02589946677399;0,674635535797942;0,625145669948344;8,78805681452602;687,922829000831;15,3872618852071;1,35163599168265;0,0856673917170693;17,1938223617203;0,194093012882065;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;120;PASS;Olaparib (AZD2281);Defactinib (VS-6063, PF-04554878);2,17795870231594;2,17795870231594;3,22896768336444;6,20091473662968;0,534664323363111;7,32411563659048;0,67450619389495;0,846647069388302;29,0697389077064;0,760395944192212;0,760395944192212;1,12724262109534;1,56863778686658;0,0519866730260024;2,07760346469749;0,674562804814226;0,75502270453471;20,8702953636765;45308,325057339;19030,6796691023;2,39628224965095;0,0990272970777454;15,0314474594817;1,82585955035535;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;121;PASS;Paclitaxel (NSC 125973);Selpercatinib (LOXO-292);2,15031262632492;2,15031262632492;2,61424838430441;2,65222891021908;0,1087006574677;2,42569097471203;0,822535700599492;1,0933970155905;13,536452140409;0,675458054729984;0,675458054729984;1,00135602870089;2,2481421940607;0,212858088360766;3,07648003957217;0,674543354581178;0,730751431877757;16,6166462344294;9,5973753284114;24679,8353185814;1,66763134937267;0,0742041227960214;11,832058648586;0,435558612259795;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;122;PASS;Cobimetinib;Niraparib (MK-4827);2,14788296883381;2,14788296883381;2,72213068611496;2,87251429332765;0,0681393400494042;2,7318749800656;0,789044765480853;1,05148608778771;16,3479028466429;0,200547566507253;0,200547566507253;0,297289374162684;0,89142720737461;0,034225030528367;1,43884960874539;0,674587065454646;0,619541612936109;11,7190372551497;1218,15905179677;10720,7601115445;1,26764695905565;0,082537421005902;16,4305855785314;0,267631969813904;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;123;PASS;Olaparib (AZD2281);Trametinib (GSK1120212);2,13890252265336;2,13890252265336;2,03762282654456;2,4286792392329;0,0501188022065946;1,90751236464999;1,04970482995646;1,27322120858681;10,5510934918724;0,0912434905457025;0,0912434905457025;0,135234604317384;0,409544990191141;0,0161249552525182;0,673562967772389;0,674705198468004;0,608027771398405;5,31001671198704;20145,685718288;90,9618742557488;1,42180555191343;0,0531413666907808;15,5464584365262;0,191075166306043;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;124;PASS;Alpelisib (BYL719);Paclitaxel (NSC 125973);2,13639485036819;2,13639485036819;2,67943262955018;2,74302548103565;0,0668017403050743;2,59950939810323;0,7973310568838;1,05521321915981;15,0602117025049;0,200531149262651;0,200531149262651;0,297245441235663;0,693947749736593;0,026793173427785;1,11306941411024;0,674631538263575;0,623454153837582;10,8923826670593;9524,7437741615;10,7138664008799;1,28753147450499;0,0809692341035717;21,8314842390351;0,169561474095554;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;125;PASS;Dasatinib (BMS-354825);Paclitaxel (NSC 125973);2,11154174257385;2,11154174257385;2,56564500533418;2,76122552271896;0,0719318287139275;2,55877692458825;0,823006198512963;1,07912361278721;14,9824332027359;0,446026765135668;0,446026765135668;0,660425129946751;0,881241973188631;0,0293335437366724;1,17727523996126;0,67536310311455;0,748543707771878;9,50418553912966;82,3970812015681;14,0098208873777;1,61325724217214;0,0886559827424346;24,1316642352615;0,282337166023805;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;126;PASS;Trametinib (GSK1120212);Volasertib (BI 6727);2,1002023708662;2,1002023708662;2,35458771511616;2,4142961223359;0,0782519227729163;2,03970645273424;0,891961831527093;1,18365286101841;10,6754765885615;1,34214068688751;1,34214068688751;1,45601796597627;1,66200461100875;0,0475091059721513;1,50449985186357;0,921788548115612;1,10468911575504;12,4005020132671;14,9143802479955;701,759543429821;2,23783630556712;0,0705257602467952;7,01516804971732;0,332293391379336;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;127;PASS;Everolimus (RAD001);Paclitaxel (NSC 125973);2,09486386657492;2,09486386657492;2,53204871242009;2,69594075163756;0,061157076760306;2,45524486558089;0,827339480595018;1,09803686662394;15,4501297582974;0,193784694837175;0,193784694837175;0,287241576901962;0,580516273125695;0,0236705645861674;0,887409888242591;0,674640130190187;0,654169263625558;6,8634980839431;13,301734968123;14,1763171612596;1,29766046615901;0,0844083119529929;27,7726501648148;0,165191468327461;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;128;PASS;Carboplatin (NSC 241240);Gemcitabine (LY-188011) HCl;2,09420745356901;2,09420745356901;2,88066536189724;3,00075681380854;0,0896304396112372;3,10919862905322;0,72698741105761;0,965127572737764;18,8661784579446;0,58080511118211;0,58080511118211;0,861025161145863;1,53048460580921;0,0710053602577033;2,16681027440718;0,674550683756056;0,706330694424982;15,9918119561478;517634,103972354;22,0142087914024;2,0278609341727;0,139501166111724;14,9851828236353;0,661101937334924;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;129;PASS;Crizotinib (PF-02341066);Niraparib (MK-4827);2,0692712327568;2,0692712327568;2,3211368998827;2,38832516988398;0,0747213500173964;2,03379412011878;0,89149038682784;1,17432882057327;11,1203828263518;0,523552665865805;0,523552665865805;0,745323357972272;0,867971643879486;0,0251326161427794;1,05362599606792;0,702450366362036;0,823794825790855;8,57676563146644;8066,02060816603;7915,37529750897;1,93771816247673;0,054720433720904;5,91025929233092;0,448663172648255;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;130;PASS;Niclosamide (BAY2353);Olaparib (AZD2281);2,05002286986736;2,05002286986736;2,17210392816798;2,3337519111651;0,0553183695599708;1,91257524207852;0,943795940554468;1,22022082240109;10,5022434469367;0,0495851820855376;0,0495851820855376;0,0734908904220079;0,345873890282121;0,0138846430535048;0,586185842853285;0,674711951383413;0,590041357188984;3,98887563429269;2926,68860484988;13305,6301823221;1,80605326527775;0,0518361006573312;21,1997637677577;0,333199149246049;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;131;PASS;Paclitaxel (NSC 125973);Sorafenib (Nexavar);2,04978299083164;2,04978299083164;2,39380485230727;2,44182181461941;0,0603396020692862;2,09719057420616;0,856286588631463;1,1643365761849;11,8774775024726;0,420668617611586;0,420668617611586;0,623622128312529;1,06821862507236;0,0499413830324469;1,40912574726113;0,674556912773255;0,758071894682657;9,69263934133754;12,2612942865174;7565,63670246694;1,66768745920444;0,0654625427084015;15,4700500241955;0,315911312236457;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;132;PASS;Alpelisib (BYL719);Paclitaxel (NSC 125973);2,02307016373481;2,02307016373481;2,49342845592601;2,68967010034208;0,0683157254019058;2,53139695726821;0,811360822856846;1,06252950967187;14,1487840956743;0,242016706391029;0,242016706391029;0,358739076216732;0,667457440135281;0,02705549330758;1,02054716947454;0,674631570508965;0,654019196857844;8,79937278554094;14617,5943952843;14,3072142933241;1,21911768326176;0,0782505598608926;1263,05660193588;0,190864002558858;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;133;PASS;Carboplatin (NSC 241240);Erlotinib;2,01216408951191;2,01216408951191;2,18054474137624;2,37987767213689;0,0602299792696827;2,01975116585839;0,922780464592501;1,17830740923015;11,6852876753721;0,0107614055546552;0,0107614055546552;0,0159382505415507;0,189614925132272;0,00932980459768311;0,401217955738962;0,675193649804939;0,472598303291387;4,22860437665286;140568,182740795;12636,5212287871;2,34282491324471;0,0658195907414409;14,8102307210711;0,454125112985771;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;134;PASS;Carboplatin (NSC 241240);Erlotinib;1,9891697382223;1,9891697382223;2,33691000972501;2,48051004015868;0,0665555617646194;2,20535288831404;0,851196550121489;1,1247746260908;13,8907908351336;0,0351371559446442;0,0351371559446442;0,0520708041441361;0,4002770437484;0,0207839039174814;0,765230116869947;0,674795723288271;0,523080619703874;5,84195199626842;40466,051777863;9812,59714691118;2,55787644457266;0,0725342975262951;14,1941277106568;0,457041278498247;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;135;PASS;Venetoclax (ABT-199);Olaparib (AZD2281);1,98498501131468;1,98498501131468;2,71448749790346;2,43786041237826;0,155527841310817;2,35144301786544;0,731255904787843;1,03676349567373;13,3494798920117;3,13734115956526;3,13734115956526;3,58815668733484;3,65673521426697;0,139880949494847;3,09425285111721;0,874360133335082;1,18178293443171;18,3087228240115;160995980,197771;272998,240030391;3,78648007570751;0,0847086265129229;11,4016120576129;1,638942726124;0;13
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;136;PASS;Mebendalzole;Trametinib (GSK1120212);1,96478916099805;1,96478916099805;2,31767521890016;2,4266227372151;0,0620278805987203;2,15927998227838;0,84774136815012;1,1238157534202;14,9803915264916;0,071335621259276;0,071335621259276;0,105724697138505;0,334939536449355;0,0130363006333543;0,569572301055979;0,674729965561619;0,588054467937402;4,60440502393692;547,654168368457;256,928140333012;1,09349689087084;0,0624377232329209;17,4877832878294;0,160380214860383;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;137;PASS;Crizotinib (PF-02341066);Olaparib (AZD2281);1,95895840735913;1,95895840735913;2,5122295331354;2,52730416976435;0,0788178676779803;2,37274281564835;0,779768879205174;1,06514757322669;11,9201161885381;0,0159857779947468;0,0159857779947468;0,0236884836845286;0,335276433884915;0,0177117315025926;0,701549443365716;0,674833315953751;0,47790848821205;7,08482001027556;7428,78123795596;82630,3263134955;1,87951345817297;0,0688466175362152;14,2694029865049;0,341696078028309;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;138;PASS;Binimetinib (MEK162);Niraparib (MK-4827);1,9296081130761;1,9296081130761;2,1314395921811;2,31777786342366;0,0594750938037248;2,03932590632405;0,905307436417437;1,13654888759212;11,7024884579581;1,13325783656168;1,13325783656168;1,54280655796237;1,64982286104197;0,0558760404807609;1,73878352639374;0,734543051241889;0,948837411902405;11,5037972286904;573,913459289097;7405,0948642056;1,6248292591227;0,0747469548176697;10,1075770794183;0,305726343180204;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;139;PASS;TNKS1/2 inhibitor (OM-153);Trametinib (GSK1120212);1,9202103426919;1,9202103426919;2,09794646681789;2,27601921748074;0,0517860278781672;1,96060014025129;0,915280905906256;1,16088368773884;9,89478082262845;0,193502135377173;0,193502135377173;0,286833353075854;0,655588614920772;0,024777255932551;0,959097901583216;0,674615184399425;0,683547126772532;7,8867840526018;488,125244742498;17,7688167266316;1,40365347842699;0,0579453471496965;16,1717668765516;0,153790700850339;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;140;PASS;Cucurbitacin I (JSI-124);Niraparib (MK-4827);1,89522298630766;1,89522298630766;2,79136946440301;3,62981865240607;0,309929231232983;3,98393440609605;0,678958128071732;0,911118721369103;18,3151344850828;2,03025020778141;2,03025020778141;2,5884216419518;2,5947335922527;0,129172524940028;2,45031188764455;0,784358380750714;1,05894013139159;13,3456249673047;672,238554037865;12247,5867904267;2,55285759894316;0,0713329310216533;9,27531227217703;0,75419582498416;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;141;PASS;Olaparib (AZD2281);Paclitaxel (NSC 125973);1,85305966852214;1,85305966852214;2,29833463276439;2,38713167059989;0,0650114374654893;2,23382009820389;0,80626190899509;1,06863793692087;13,3081376863533;0,414695634573118;0,414695634573118;0,614744501953663;1,03499157013645;0,038772253620129;1,4530629402111;0,674582095903602;0,712282683354436;12,2169067789476;25090,6051614136;14,7491021346709;1,64201436250504;0,0799335813218558;14,0067802477795;0,236142534256362;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;142;PASS;Paclitaxel (NSC 125973);Temsirolimus (CCI-779);1,79128794938499;1,79128794938499;1,88030396389069;2,10943855037335;0,0565044901990244;1,76879444894346;0,952658710391958;1,19259279512604;10,7199932267735;1,26938585558852;1,26938585558852;1,63610577843695;1,78210092585891;0,0514249440910763;1,78625446313512;0,775858060229595;0,99767472252026;11,0690587803168;14,0586621436096;14,5270549534039;1,45457928707749;0,0739909795909409;11,1814191230289;0,25434197601059;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;143;PASS;AZD7762;Niraparib (MK-4827);1,78680357712689;1,78680357712689;2,54081879208237;2,39109156956012;0,0942715368910849;2,34831008091335;0,703239279674284;1,01822699233481;12,7762763302596;5,33543239465781;5,33543239465781;3,83530025613488;5,25538670415258;0,159091848290347;3,55708641046587;1,39113812174766;1,47744139380193;19,0159317020397;348,744166429644;8246,69432180583;4,51911099659491;0,0730868662366908;4,1156664810387;1,27557733259853;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;144;PASS;Everolimus (RAD001);Trametinib (GSK1120212);1,76879585393343;1,76879585393343;1,98268146307479;2,18558372134302;0,0637798432327338;1,91996918057215;0,892123060045324;1,1383479129721;11,312033188224;0,406452798016077;0,406452798016077;0,570537659891626;0,680644371357366;0,0225022062669962;0,823144749334489;0,71240310077565;0,82688296549017;5,86037118653076;50,9208776042096;43,6752517271902;1,10264860880491;0,0526924830362127;12,6827048920254;0,170030796594854;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;145;PASS;Everolimus (RAD001);Niraparib (MK-4827);1,76527847497889;1,76527847497889;2,37779275379627;2,64957261351994;0,0706620119323681;2,77427695039342;0,742402159381019;0,955054583481073;17,8715049607201;0,115316682835552;0,115316682835552;0,170922940281069;0,536064832074234;0,0248952417101535;1,02392409108077;0,674670600949896;0,523539622462062;14,2217079364227;202,647051789564;8663,17246724529;1,56920691983221;0,0779638692818434;26,0525455343042;0,22051928960916;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;146;PASS;Olaparib (AZD2281);Trametinib (GSK1120212);1,76000457607052;1,76000457607052;2,03700009481855;2,28081603731341;0,0535513619254417;2,11086218132414;0,864017915633578;1,08051931401658;11,9442901759701;0,242921250218932;0,242921250218932;0,360099128122493;0,789646333177121;0,0331920701926486;1,12902975405289;0,674595496760821;0,699402589119125;7,29600171386598;26724,0669244803;97,3087994648694;1,29097198958977;0,0613090984031492;13,7073983977661;0,212050463277288;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;147;PASS;Adavosertib (MK-1775);Olaparib (AZD2281);1,7530917578233;1,7530917578233;2,55155845964598;2,55528928367621;0,0817387986046031;2,63499039274017;0,687067055507141;0,969761359829787;13,340153878054;0,322076267936281;0,322076267936281;0,477446545666342;0,920420692411385;0,0342334769573993;1,31759945970355;0,674580789953731;0,698558796175032;8,80792818411498;877,27785072384;16017,0754321677;1,84862497419193;0,0742164438602583;15,2356244063336;0,37059006338167;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;148;PASS;Paclitaxel (NSC 125973);Vinorelbine ditartrate (Navelbine);1,72844958214473;1,72844958214473;1,4414632184239;1,91444719394212;0,0430720476246183;1,39819894221392;1,19909378196595;1,36922948885395;8,78142879933395;11,8730598166025;11,8730598166025;3,25500645243146;11,7594101739293;0,209599795485394;3,64812947834455;3,64763019370774;3,22340811742939;24,9506580835724;10,0566439606987;290,390007422749;44,4580875891573;0,0729472317133348;2,93193615392918;1,20841232713839;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;149;PASS;Trametinib (GSK1120212);Vemurafenib (PLX4032);1,71814029335064;1,71814029335064;1,80393027703702;1,88769130001916;0,059164389560345;1,57890883537893;0,952442738625526;1,19558031173731;9,93361346450787;3,37226453876663;3,37226453876663;2,79440308215583;3,69119111246573;0,0989026811835324;2,62584076340842;1,20679244891363;1,40571780433268;13,0251685489038;160,531437871608;8818,25851150974;4,37500644241747;0,0639699195019974;5,6198229355368;0,691363502576967;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;150;PASS;Mebendalzole;Paclitaxel (NSC 125973);1,65951397620334;1,65951397620334;1,66902623117241;1,93011188139866;0,0521569067703942;1,58287110446929;0,994300715715901;1,21938219849463;8,78196104269843;7,00469704803809;7,00469704803809;3,16798971870389;6,9920748237729;0,138483544864524;3,27832508045219;2,21108578941471;2,13281924524961;18,3505341998501;593,492403208446;10,8347541524419;9,85163689427068;0,0844049242303367;4,91046471033416;0,775817070549551;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;151;PASS;Trametinib (GSK1120212);Vinorelbine ditartrate (Navelbine);1,65298122806853;1,65298122806853;1,99145603485812;2,22830987924322;0,0946090039165489;2,09809857643609;0,83003651556199;1,06206680515061;13,3258610629934;0,673040616809999;0,673040616809999;0,940839882309211;1,01179707705372;0,0366877985986889;1,10502415746333;0,715361486545488;0,915633445857312;8,60501791118625;48,5015403870716;191,526464702911;1,3358776076603;0,0529502169286551;11,0571601953751;0,211613825302445;0;0
OVCAR-8 R1;bayesynergy;2.5.1;Bayesian;152;PASS;Olaparib (AZD2281);Palbociclib;1,63820795245497;1,63820795245497;2,32737094489186;2,372635766441;0,0646790903226729;2,47866507166663;0,70388777347699;0,957231743667231;13,9815117672343;0,0188455190837823;0,0188455190837823;0,0279231482132357;0,362882555279956;0,0168857962366326;0,741764656902218;0,674906673841647;0,489215213886623;7,28368021850287;25126,4534014432;11277,7485670114;1,06411280439247;0,0772727498499445;15,8226286470175;0,263203270585971;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;153;PASS;Carboplatin (NSC 241240);Niclosamide (BAY2353);1,62997818208197;1,62997818208197;1,77676482944711;1,92506276596255;0,040020521918652;1,64880142806244;0,917385438448365;1,16755914038766;10,3377347146901;0,00181097798578923;0,00181097798578923;0,00267713789996892;0,178417332880935;0,00964719172612864;0,40678009055219;0,676460478860746;0,43860881352069;3,76370507646987;16162194,4650569;2873,5678907002;1,94117956833621;0,0667363174727366;25,9060281927993;0,269037087981777;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;154;PASS;Navitoclax (ABT-263);Niraparib (MK-4827);1,62962096383452;1,62962096383452;2,29324281797448;2,39363596033421;0,072505477887107;2,51025584275927;0,710618583894182;0,953549786966426;14,5757484513913;0,147961929498293;0,147961929498293;0,219330145625997;0,688777285339751;0,0258290309791568;1,12773723375638;0,674608267258429;0,610760436671497;10,6430465167736;30086,7911281616;11029,7819350263;1,82257131902718;0,0683695950691594;21,3627103710327;0,343507800875166;0;0
