Sample;Drug;Status;Model;ED;Estimate;Std. Error
OVCAR-8 R1;Dasatinib (BMS-354825);responder;LL.4;10;2,07988198898577;3,02984239327249
OVCAR-8 R1;Dasatinib (BMS-354825);responder;LL.4;50;76,023219029186;72,839863398034
OVCAR-8 R1;Dasatinib (BMS-354825);responder;LL.4;90;2778,77776824151;6361,88014394688
OVCAR-8 R1;Defactinib (VS-6063, PF-04554878);responder;LL.4;10;9791,70403820215;5950,89707279148
OVCAR-8 R1;Defactinib (VS-6063, PF-04554878);responder;LL.4;50;11086,8544382779;32664,6833187988
OVCAR-8 R1;Defactinib (VS-6063, PF-04554878);responder;LL.4;90;12553,3146075493;81487,5633031283
OVCAR-8 R1;Dexamethasone;non-responder;lm;NA;NA;NA
OVCAR-8 R1;Entrektinib (RXDX-101);responder;LL.4;10;2657,45546583393;675,409308278702
OVCAR-8 R1;Entrektinib (RXDX-101);responder;LL.4;50;4316,02460914295;1128,28041022015
OVCAR-8 R1;Entrektinib (RXDX-101);responder;LL.4;90;7009,73870163499;5135,37456321583
OVCAR-8 R1;Erlotinib;responder;LL.4;10;2173,66508170463;674,833395322085
OVCAR-8 R1;Erlotinib;responder;LL.4;50;4546,86670874812;1494,87826769512
OVCAR-8 R1;Erlotinib;responder;LL.4;90;9511,12342059109;5939,83505693416
OVCAR-8 R1;Everolimus (RAD001);responder;LL.4;10;1,53220329685769;1,76294245521982
OVCAR-8 R1;Everolimus (RAD001);responder;LL.4;50;12,1312289827266;11,6643009132278
OVCAR-8 R1;Everolimus (RAD001);responder;LL.4;90;96,0490797358042;147,867336448952
OVCAR-8 R1;Flavopiridol (L86-8275) HCl;responder;LL.4;10;44,0887776673467;15,0146963474981
OVCAR-8 R1;Flavopiridol (L86-8275) HCl;responder;LL.4;50;101,878030837606;11,5678690922979
OVCAR-8 R1;Flavopiridol (L86-8275) HCl;responder;LL.4;90;235,414400590997;70,7051081807314
OVCAR-8 R1;Fludarabine (Fludara);responder;LL.4;10;2642,99903513915;2881,47174574944
OVCAR-8 R1;Fludarabine (Fludara);responder;LL.4;50;22808,1354784451;40173,8483517363
OVCAR-8 R1;Fludarabine (Fludara);responder;LL.4;90;196826,043856545;633304,981894039
OVCAR-8 R1;Flunarizine 2HCl;responder;LL.4;10;3604,9046442762;3165,69020834398
OVCAR-8 R1;Flunarizine 2HCl;responder;LL.4;50;14894,0226741541;26400,2350395193
OVCAR-8 R1;Flunarizine 2HCl;responder;LL.4;90;61536,1384857816;186911,52117019
OVCAR-8 R1;Gedatolisib (PKI-587);responder;LL.4;10;147,89223032628;83,4019603482425
OVCAR-8 R1;Gedatolisib (PKI-587);responder;LL.4;50;506,13285104794;139,14652064133
OVCAR-8 R1;Gedatolisib (PKI-587);responder;LL.4;90;1732,14280658796;1589,93802342196
OVCAR-8 R1;Gemcitabine (LY-188011) HCl;responder;LL.4;10;1199,79150080257;8143,57239090269
OVCAR-8 R1;Gemcitabine (LY-188011) HCl;responder;LL.4;50;1538,44071613771;1188,90902815695
OVCAR-8 R1;Gemcitabine (LY-188011) HCl;responder;LL.4;90;1972,67594868533;16420,8269050162
OVCAR-8 R1;Idasanutlin (RG-7388);responder;LL.4;10;4609,20145523145;180318,935456685
OVCAR-8 R1;Idasanutlin (RG-7388);responder;LL.4;50;4998,6885071257;638,023338553663
OVCAR-8 R1;Idasanutlin (RG-7388);responder;LL.4;90;5421,08802011907;210722,308553914
OVCAR-8 R1;Lapatinib Ditosylate (Tykerb);responder;LL.4;10;1901,66482400954;1250,53560058535
OVCAR-8 R1;Lapatinib Ditosylate (Tykerb);responder;LL.4;50;3996,73014721186;2220,33645057731
OVCAR-8 R1;Lapatinib Ditosylate (Tykerb);responder;LL.4;90;8399,93024425425;6329,93650246055
OVCAR-8 R1;LJH-685;non-responder;lm;NA;NA;NA
OVCAR-8 R1;Luminespib (NVP-AUY922);responder;LL.4;10;10,0809746668508;9,69752839526119
OVCAR-8 R1;Luminespib (NVP-AUY922);responder;LL.4;50;12,0547954820325;9,71306048881929
OVCAR-8 R1;Luminespib (NVP-AUY922);responder;LL.4;90;14,4150837509274;37,0702693483645
OVCAR-8 R1;Mebendalzole;responder;LL.4;10;308,992896207129;446,722991722045
OVCAR-8 R1;Mebendalzole;responder;LL.4;50;604,888087040378;348,916115400557
OVCAR-8 R1;Mebendalzole;responder;LL.4;90;1184,1359537214;518,39789967357
OVCAR-8 R1;Metformin;non-responder;lm;NA;NA;NA
OVCAR-8 R1;MK-2206 2HCl;responder;LL.4;10;544,645694362739;299,023971913383
OVCAR-8 R1;MK-2206 2HCl;responder;LL.4;50;4067,74731805312;1417,17660702302
OVCAR-8 R1;MK-2206 2HCl;responder;LL.4;90;30380,4260545723;20739,4025985943
OVCAR-8 R1;Navitoclax (ABT-263);responder;LL.4;10;1614,63990734567;1608,88347413799
OVCAR-8 R1;Navitoclax (ABT-263);responder;LL.4;50;3670,11971747752;2045,50816328759
OVCAR-8 R1;Navitoclax (ABT-263);responder;LL.4;90;8342,28033095035;7645,75181337752
OVCAR-8 R1;Niclosamide (BAY2353);responder;LL.4;10;774,046774519132;185,947980294803
OVCAR-8 R1;Niclosamide (BAY2353);responder;LL.4;50;2705,80321333912;261,144560566105
OVCAR-8 R1;Niclosamide (BAY2353);responder;LL.4;90;9458,5640949988;2769,08994330823
OVCAR-8 R1;Niraparib (MK-4827);responder;LL.4;10;1878,10529413363;1082,01545200531
OVCAR-8 R1;Niraparib (MK-4827);responder;LL.4;50;6610,99565915647;1827,98131962267
OVCAR-8 R1;Niraparib (MK-4827);responder;LL.4;90;23270,9336062794;20037,625767187
OVCAR-8 R1;Nutlin-3a;non-responder;lm;NA;NA;NA
OVCAR-8 R1;Olaparib (AZD2281);responder;LL.4;10;2219,23792605364;3369,61196753679
OVCAR-8 R1;Olaparib (AZD2281);responder;LL.4;50;7601,14425548927;5936,50435987378
OVCAR-8 R1;Olaparib (AZD2281);responder;LL.4;90;26034,7902829419;67531,1709793506
OVCAR-8 R1;Paclitaxel (NSC 125973);responder;LL.4;10;3,30562902029469;1,80964432987892
OVCAR-8 R1;Paclitaxel (NSC 125973);responder;LL.4;50;13,4298474932865;4,35251510070822
OVCAR-8 R1;Paclitaxel (NSC 125973);responder;LL.4;90;54,5617195957625;36,3336633239251
OVCAR-8 R1;Palbociclib;responder;LL.4;10;7673,99882330753;1930,24017853052
OVCAR-8 R1;Palbociclib;responder;LL.4;50;12071,2888226059;3081,36096324969
OVCAR-8 R1;Palbociclib;responder;LL.4;90;18988,276802467;13909,3084885023
OVCAR-8 R1;Panobinostat (LBH589);responder;LL.4;10;29,2735202484355;8,39169862923936
OVCAR-8 R1;Panobinostat (LBH589);responder;LL.4;50;121,735468093532;16,717680699247
OVCAR-8 R1;Panobinostat (LBH589);responder;LL.4;90;506,243323870261;163,538974944227
OVCAR-8 R1;Pertuzumab (anti-HER2);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Pictilisib (GDC-0941);responder;LL.4;10;113,723178777301;116,122796938952
OVCAR-8 R1;Pictilisib (GDC-0941);responder;LL.4;50;1118,3930117386;676,460713676859
OVCAR-8 R1;Pictilisib (GDC-0941);responder;LL.4;90;10998,6630883325;16725,4076393138
OVCAR-8 R1;Quinacrine;responder;LL.4;10;5703,54290947179;1303,96424609849
OVCAR-8 R1;Quinacrine;responder;LL.4;50;11090,8743364452;2292,14279525309
OVCAR-8 R1;Quinacrine;responder;LL.4;90;21566,8568640981;11731,979720612
OVCAR-8 R1;Ruxolitinib (INCB018424);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Selpercatinib (LOXO-292);responder;LL.4;10;5361,84513756006;5345,48096895126
OVCAR-8 R1;Selpercatinib (LOXO-292);responder;LL.4;50;9835,02669422461;5310,52624771301
OVCAR-8 R1;Selpercatinib (LOXO-292);responder;LL.4;90;18040,0118978683;26659,0616580438
OVCAR-8 R1;Selumetinib (AZD6244);responder;LL.4;10;751,988265042377;975,313359358513
OVCAR-8 R1;Selumetinib (AZD6244);responder;LL.4;50;2917,71743763679;1442,02758146773
OVCAR-8 R1;Selumetinib (AZD6244);responder;LL.4;90;11320,7551788192;17334,7669525853
OVCAR-8 R1;Simvastatin (MK 733);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Sorafenib (Nexavar);responder;LL.4;10;2569,52620921923;308,476758371153
OVCAR-8 R1;Sorafenib (Nexavar);responder;LL.4;50;5068,03215213728;344,461968054648
OVCAR-8 R1;Sorafenib (Nexavar);responder;LL.4;90;9995,9867320839;1653,8189602141
OVCAR-8 R1;Tamoxifen (ICI 46474);responder;LL.4;10;4387,21812910813;2732,40621254388
OVCAR-8 R1;Tamoxifen (ICI 46474);responder;LL.4;50;21810,2153650032;23199,4651464553
OVCAR-8 R1;Tamoxifen (ICI 46474);responder;LL.4;90;108425,311956058;175217,944822132
OVCAR-8 R1;Temsirolimus (CCI-779);responder;LL.4;10;6,49532475646828;189,9161218355
OVCAR-8 R1;Temsirolimus (CCI-779);responder;LL.4;50;9,43944743730009;36,8987097347104
OVCAR-8 R1;Temsirolimus (CCI-779);responder;LL.4;90;13,7180466354387;293,911294639547
OVCAR-8 R1;TNKS1/2 inhibitor (OM-153);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Trametinib (GSK1120212);responder;LL.4;10;7,28074749593786;2,38697941187407
OVCAR-8 R1;Trametinib (GSK1120212);responder;LL.4;50;10,90571069589;11,1075997021785
OVCAR-8 R1;Trametinib (GSK1120212);responder;LL.4;90;16,3354828400252;38,314700863396
OVCAR-8 R1;Vemurafenib (PLX4032);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Venetoclax (ABT-199);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Vinorelbine ditartrate (Navelbine);responder;LL.4;10;35,5255951850622;18,6044073624692
OVCAR-8 R1;Vinorelbine ditartrate (Navelbine);responder;LL.4;50;265,192995899535;75,242976715634
OVCAR-8 R1;Vinorelbine ditartrate (Navelbine);responder;LL.4;90;1979,62411911235;1184,23254568461
OVCAR-8 R1;Vismodegib (GDC-0449);non-responder;lm;NA;NA;NA
OVCAR-8 R1;Volasertib (BI 6727);responder;LL.4;10;86,2834229559633;61,025703556955
OVCAR-8 R1;Volasertib (BI 6727);responder;LL.4;50;672,338088491927;180,448365338177
OVCAR-8 R1;Volasertib (BI 6727);responder;LL.4;90;5238,99597107646;3665,31538217654
