Sample;Destination.Plate.Barcode;Plate.Number;Dispensing.Set;Combination.ID;Drug;CAS.number;Drug.Concentration;Unit;Transfer.Volume;Source.Plate.Barcode;Source.Well;Destination.Well;CPS
OVCAR-8 R3;PID3-0726C2;2;C;359;DMSO;67-68-5;0,2;%;10;C008;A10;V26;2924720
OVCAR-8 R3;PID3-0726C3;3;C;427;DMSO;67-68-5;0,2;%;10;C008;A2;P22;3272000
OVCAR-8 R3;PID3-0726C3;3;C;509;DMSO;67-68-5;0,2;%;10;C008;A19;J10;3161880
OVCAR-8 R3;PID3-0726C3;3;C;704;DMSO;67-68-5;0,2;%;10;C008;A1;N27;3202880
OVCAR-8 R3;PID3-0726C2;2;C;946;DMSO;67-68-5;0,2;%;10;C008;A13;E38;3103600
OVCAR-8 R3;PID3-0726C3;3;C;1088;DMSO;67-68-5;0,2;%;10;C008;A5;K8;2835360
OVCAR-8 R3;PID3-0726C2;2;C;1269;DMSO;67-68-5;0,2;%;10;C008;A2;I27;3109680
OVCAR-8 R3;PID3-0726C2;2;C;1295;DMSO;67-68-5;0,2;%;10;C008;A5;AB43;3448800
OVCAR-8 R3;PID3-0726C2;2;C;1396;DMSO;67-68-5;0,2;%;10;C008;A24;V20;3277320
OVCAR-8 R3;PID3-0726C2;2;C;1478;DMSO;67-68-5;0,2;%;10;C008;A18;B45;2758640
OVCAR-8 R3;PID3-0726C1;1;C;1565;DMSO;67-68-5;0,2;%;10;C008;A16;S10;3134760
OVCAR-8 R3;PID3-0726C2;2;C;1641;DMSO;67-68-5;0,2;%;10;C008;A8;I41;2942320
OVCAR-8 R3;PID3-0726C1;1;C;1660;DMSO;67-68-5;0,2;%;10;C008;A13;R24;3161840
OVCAR-8 R3;PID3-0726C1;1;C;1997;DMSO;67-68-5;0,2;%;10;C008;A15;AC7;3189760
OVCAR-8 R3;PID3-0726C1;1;C;2234;DMSO;67-68-5;0,2;%;10;C008;A4;E31;3006760
OVCAR-8 R3;PID3-0726C3;3;C;2819;DMSO;67-68-5;0,2;%;10;C008;A15;K45;3177240
OVCAR-8 R3;PID3-0726C2;2;C;2890;DMSO;67-68-5;0,2;%;10;C008;A15;AE26;3356400
OVCAR-8 R3;PID3-0726C1;1;C;2911;DMSO;67-68-5;0,2;%;10;C008;A19;P32;3137800
OVCAR-8 R3;PID3-0726C1;1;C;2934;DMSO;67-68-5;0,2;%;10;C008;A24;G25;2916440
OVCAR-8 R3;PID3-0726C1;1;C;3220;DMSO;67-68-5;0,2;%;10;C008;A20;W4;3122360
OVCAR-8 R3;PID3-0726C3;3;C;3317;DMSO;67-68-5;0,2;%;10;C008;A22;G5;3167720
OVCAR-8 R3;PID3-0726C3;3;C;3413;DMSO;67-68-5;0,2;%;10;C008;A10;B43;2860560
OVCAR-8 R3;PID3-0726C1;1;C;3442;DMSO;67-68-5;0,2;%;10;C008;A17;K35;3077320
OVCAR-8 R3;PID3-0726C3;3;C;3529;DMSO;67-68-5;0,2;%;10;C008;A12;H35;3354000
