Sample;Destination.Plate.Barcode;Plate.Number;Dispensing.Set;Combination.ID;Drug;CAS.number;Drug.Concentration;Unit;Transfer.Volume;Source.Plate.Barcode;Source.Well;Destination.Well;CPS
OVCAR-8 R1;PID3-0726A2;2;A;359;DMSO;67-68-5;0,2;%;10;C008;A10;V26;2515200
OVCAR-8 R1;PID3-0726A3;3;A;427;DMSO;67-68-5;0,2;%;10;C008;A2;P22;2738360
OVCAR-8 R1;PID3-0726A3;3;A;509;DMSO;67-68-5;0,2;%;10;C008;A19;J10;2651160
OVCAR-8 R1;PID3-0726A3;3;A;704;DMSO;67-68-5;0,2;%;10;C008;A1;N27;2700240
OVCAR-8 R1;PID3-0726A2;2;A;946;DMSO;67-68-5;0,2;%;10;C008;A13;E38;2599680
OVCAR-8 R1;PID3-0726A3;3;A;1088;DMSO;67-68-5;0,2;%;10;C008;A5;K8;2724240
OVCAR-8 R1;PID3-0726A2;2;A;1269;DMSO;67-68-5;0,2;%;10;C008;A2;I27;2880480
OVCAR-8 R1;PID3-0726A2;2;A;1295;DMSO;67-68-5;0,2;%;10;C008;A5;AB43;2751760
OVCAR-8 R1;PID3-0726A2;2;A;1396;DMSO;67-68-5;0,2;%;10;C008;A24;V20;2447360
OVCAR-8 R1;PID3-0726A2;2;A;1478;DMSO;67-68-5;0,2;%;10;C008;A18;B45;2566680
OVCAR-8 R1;PID3-0726A1;1;A;1565;DMSO;67-68-5;0,2;%;10;C008;A16;S10;2522680
OVCAR-8 R1;PID3-0726A2;2;A;1641;DMSO;67-68-5;0,2;%;10;C008;A8;I41;2602560
OVCAR-8 R1;PID3-0726A1;1;A;1660;DMSO;67-68-5;0,2;%;10;C008;A13;R24;2521480
OVCAR-8 R1;PID3-0726A1;1;A;1997;DMSO;67-68-5;0,2;%;10;C008;A15;AC7;2693400
OVCAR-8 R1;PID3-0726A1;1;A;2234;DMSO;67-68-5;0,2;%;10;C008;A4;E31;2404240
OVCAR-8 R1;PID3-0726A3;3;A;2819;DMSO;67-68-5;0,2;%;10;C008;A15;K45;2910800
OVCAR-8 R1;PID3-0726A2;2;A;2890;DMSO;67-68-5;0,2;%;10;C008;A15;AE26;2719480
OVCAR-8 R1;PID3-0726A1;1;A;2911;DMSO;67-68-5;0,2;%;10;C008;A19;P32;2892360
OVCAR-8 R1;PID3-0726A1;1;A;2934;DMSO;67-68-5;0,2;%;10;C008;A24;G25;2589520
OVCAR-8 R1;PID3-0726A1;1;A;3220;DMSO;67-68-5;0,2;%;10;C008;A20;W4;2514880
OVCAR-8 R1;PID3-0726A3;3;A;3317;DMSO;67-68-5;0,2;%;10;C008;A22;G5;2396200
OVCAR-8 R1;PID3-0726A3;3;A;3413;DMSO;67-68-5;0,2;%;10;C008;A10;B43;2480920
OVCAR-8 R1;PID3-0726A1;1;A;3442;DMSO;67-68-5;0,2;%;10;C008;A17;K35;2794000
OVCAR-8 R1;PID3-0726A3;3;A;3529;DMSO;67-68-5;0,2;%;10;C008;A12;H35;2868960
