Sample;Package;Version;Model;Rank;QC;Drug A;Drug B;Synergy Score;Median (syn);MAD (syn);Mean (syn);SEM (syn);SD (syn);Median/MAD (syn);Mean/SD (syn);Maximum (syn);Antagonism Score;Median (ant);MAD (ant);Mean (ant);SEM (ant);SD (ant);Median/MAD (ant);Mean/SD (ant);Maximum (ant);EC50 (Drug A);EC50 (Drug B);bayesfactor;observation noise;kernel length scale;kernel amplitude;divergent;max_treedepth
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;1;PASS;Navitoclax (ABT-263);Paclitaxel (NSC 125973);26,3972954816841;26,3972954816841;3,66897002494371;26,3562364318775;0,0851044966837786;3,72022540319822;7,1947427485699;7,08458052278754;38,1773639628999;6,66341789690961e-05;6,66341789690961e-05;4,84950657953538e-05;0,0497689804262269;0,00551407671599339;0,174562100276391;1,37404038691871;0,285107594073545;2,92193457758221;24140,5072936259;9,78852869391629;469204,880314758;0,0843642552640972;7,87502455376767;1,94642653590532;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;2;PASS;Paclitaxel (NSC 125973);Venetoclax (ABT-199);14,8870174553411;14,8870174553411;3,69229042393162;14,6038496900098;0,139112339647218;4,11726435889639;4,03191941751135;3,54697889226291;25,9867873888287;8,2924541164893e-05;8,2924541164893e-05;9,66378597851958e-05;0,114716039860578;0,00928141344405583;0,344769724753003;0,85809579546997;0,332732347490088;6,64565647753465;10,0314156752864;19033,9643932689;202,120532261609;0,0763668494749664;18,4915121618112;0,885204818606868;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;3;PASS;Cerdulatinib (PRT062070, PRT2070);Olaparib (AZD2281);11,9745054458408;11,9745054458408;3,9640457523038;11,0158010530812;0,38763064817268;5,27855886683407;3,02077881893304;2,08690051078386;28,2885574238124;3,82469944020544;3,82469944020544;1,92881906567891;3,9726803306484;0,0591742054463624;2,00143803068695;1,98292287144062;1,98491298243436;13,5231704657482;5901,93676536732;17936,7915115191;18,5450694000484;0,0601492407418798;1,86524975941524;5,01359221203587;0;1
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;5;PASS;Afatinib (BIBW2992);Paclitaxel (NSC 125973);10,4801479811902;10,4801479811902;3,86863998754785;10,1294799348735;0,188054054065664;4,13906718530372;2,70900058287229;2,44728682083022;27,7358598754564;1,15709237780249;1,15709237780249;1,59452499082647;1,58298180355101;0,0589785219434626;1,59750039169832;0,725665878214147;0,990911684139321;12,4792396789853;4273,79692086744;10,0325538929756;24,6834434325509;0,10136392794928;3,6654082078552;1,30223125690291;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;6;PASS;Paclitaxel (NSC 125973);TNKS1/2 inhibitor (OM-153);9,00624195315178;9,00624195315178;4,74175142697825;8,85961786897528;0,154114649970271;4,53014645381756;1,89934923663663;1,95570333504253;22,7029828932242;0,0232625302654015;0,0232625302654015;0,0344753305003128;0,543966680905557;0,0359209225144893;1,09067049197613;0,674758731179979;0,49874520756491;12,1867037161425;9,90065341145001;4124287,42397936;7,30816749330153;0,0855350759194927;12,7368904219066;0,531822367682379;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;7;PASS;Pictilisib (GDC-0941);Trametinib (GSK1120212);8,34430870509995;8,34430870509995;3,23278816958587;8,33595286557821;0,0971222341216926;3,21767640589517;2,58114923322331;2,59067501334346;18,8664441583268;0,238039683662775;0,238039683662775;0,352810031568784;0,494558314531209;0,0198129815415846;0,699143936709829;0,674696472218552;0,707376962830573;5,94552470091763;3296,33973099305;94,1602154439371;20,3137036414673;0,0674488699297496;8,44357483254724;0,608508919960571;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;8;PASS;Binimetinib (MEK162);Paclitaxel (NSC 125973);7,05626880548302;7,05626880548302;3,6946401077383;6,96501900019621;0,118104848800672;3,5994713724627;1,90986634684767;1,93501317854989;18,2896381181837;9,46778473278018e-05;9,46778473278018e-05;0,000131442776294849;0,221636421677692;0,0169925216807245;0,524917583042183;0,720297075249101;0,422230896502244;5,25737481160996;19312,1608552638;10,1798536026022;7,15381115712668;0,0693599535006947;74,4773423692278;0,357023710519567;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;9;PASS;Paclitaxel (NSC 125973);Temsirolimus (CCI-779);7,03310715387202;7,03310715387202;3,44313841037224;6,85163755672965;0,120443662404998;3,35137281422328;2,04264433073188;2,04442851899333;18,1243569460509;0,609878844276083;0,609878844276083;0,903653514359961;1,03468720712725;0,039660701323979;1,23885897352277;0,674903416613223;0,835193697782286;10,2656684105966;10,96875731357;125,096672397705;7,2921895337962;0,0669302362772983;14,3376071192262;0,497299346708935;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;10;PASS;Paclitaxel (NSC 125973);Tamoxifen (ICI 46474);6,97000915416876;6,97000915416876;4,19145828198971;6,93924133785731;0,129384085352204;3,91159843359944;1,66290791539503;1,77401820649292;20,2580211540055;0,121550825398688;0,121550825398688;0,180183118452941;0,721745706961368;0,0317139869280652;1,16879141195267;0,674596080045277;0,61751455356398;7,49239552831618;11,0759945678273;24523,515060864;5,92480855674253;0,0863179824136635;11,3412439827653;0,545023479979671;0;0
OVCAR-8 R3;bayesynergy;2.5.1;Bayesian;11;PASS;Fludarabine (Fludara);Trametinib (GSK1120212);6,90100213839509;6,90100213839509;3,26308963359645;6,74970589967289;0,157327293448415;3,32617213082801;2,1148674763154;2,02927274076683;23,1582399197093;1,13164327252094;1,13164327252094;1,05559537531052;1,39046601746845;0,0320472576626573;1,17186622620653;1,07204265856891;1,18653988516211;8,73531641920409;10853,0614761542;89,0497337931622;6,09291556523045;0,0634077795038227;2,74969176923318;0,599407983544744;0;0
