Sample;Drug;Status;Model;ED10;ED50;ED90;minED10;maxED90;avgED10;avgED90;medED10;medED90;Unit
OVCAR-8 R1;Sorafenib (Nexavar);responder;LL.4;2569,52620921923;5068,03215213728;9995,9867320839;2569,52620921923;27516,8701172888;2981,20482821656;16792,9979576695;2814,24987713978;12866,1370236357;nM
OVCAR-8 R2;Sorafenib (Nexavar);responder;LL.4;2814,24987713978;8799,96297417503;27516,8701172888;2569,52620921923;27516,8701172888;2981,20482821656;16792,9979576695;2814,24987713978;12866,1370236357;nM
OVCAR-8 R3;Sorafenib (Nexavar);responder;LL.4;3559,83839829066;6767,67084116886;12866,1370236357;2569,52620921923;27516,8701172888;2981,20482821656;16792,9979576695;2814,24987713978;12866,1370236357;nM
OVCAR-8 R1;Tamoxifen (ICI 46474);responder;LL.4;4387,21812910813;21810,2153650032;108425,311956058;4387,21812910813;108425,311956058;4387,21812910813;108425,311956058;4387,21812910813;108425,311956058;nM
OVCAR-8 R2;Tamoxifen (ICI 46474);failed;NA;NA;NA;NA;4387,21812910813;108425,311956058;4387,21812910813;108425,311956058;4387,21812910813;108425,311956058;nM
OVCAR-8 R3;Tamoxifen (ICI 46474);failed;NA;NA;NA;NA;4387,21812910813;108425,311956058;4387,21812910813;108425,311956058;4387,21812910813;108425,311956058;nM
OVCAR-8 R1;Temsirolimus (CCI-779);responder;LL.4;6,49532475646828;9,43944743730009;13,7180466354387;6,49532475646828;13,7180466354387;6,49532475646828;13,7180466354387;6,49532475646828;13,7180466354387;nM
OVCAR-8 R2;Temsirolimus (CCI-779);failed;NA;NA;NA;NA;6,49532475646828;13,7180466354387;6,49532475646828;13,7180466354387;6,49532475646828;13,7180466354387;nM
OVCAR-8 R3;Temsirolimus (CCI-779);failed;NA;NA;NA;NA;6,49532475646828;13,7180466354387;6,49532475646828;13,7180466354387;6,49532475646828;13,7180466354387;nM
OVCAR-8 R1;TNKS1/2 inhibitor (OM-153);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R2;TNKS1/2 inhibitor (OM-153);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R3;TNKS1/2 inhibitor (OM-153);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R1;Trametinib (GSK1120212);responder;LL.4;7,28074749593786;10,90571069589;16,3354828400252;7,12158996767179;640,902816050925;20,3277638201134;251,895488968083;7,28074749593786;98,4481680132976;nM
OVCAR-8 R2;Trametinib (GSK1120212);responder;LL.4;46,5809539967306;67,7186059018481;98,4481680132976;7,12158996767179;640,902816050925;20,3277638201134;251,895488968083;7,28074749593786;98,4481680132976;nM
OVCAR-8 R3;Trametinib (GSK1120212);responder;LL.4;7,12158996767179;67,5592115483956;640,902816050925;7,12158996767179;640,902816050925;20,3277638201134;251,895488968083;7,28074749593786;98,4481680132976;nM
OVCAR-8 R1;Vemurafenib (PLX4032);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R2;Vemurafenib (PLX4032);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R3;Vemurafenib (PLX4032);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R1;Venetoclax (ABT-199);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R2;Venetoclax (ABT-199);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R3;Venetoclax (ABT-199);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R1;Vinorelbine ditartrate (Navelbine);responder;LL.4;35,5255951850622;265,192995899535;1979,62411911235;35,5255951850622;1979,62411911235;67,5047821252654;1304,1936568788;81,5126065356396;1270,73249220992;nM
OVCAR-8 R2;Vinorelbine ditartrate (Navelbine);responder;LL.4;85,4761446550943;237,916760928821;662,224359314131;35,5255951850622;1979,62411911235;67,5047821252654;1304,1936568788;81,5126065356396;1270,73249220992;nM
OVCAR-8 R3;Vinorelbine ditartrate (Navelbine);responder;LL.4;81,5126065356396;321,839583720773;1270,73249220992;35,5255951850622;1979,62411911235;67,5047821252654;1304,1936568788;81,5126065356396;1270,73249220992;nM
OVCAR-8 R1;Vismodegib (GDC-0449);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R2;Vismodegib (GDC-0449);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R3;Vismodegib (GDC-0449);failed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nM
OVCAR-8 R1;Volasertib (BI 6727);responder;LL.4;86,2834229559633;672,338088491927;5238,99597107646;86,2834229559633;5238,99597107646;390,20191520493;2606,63155136861;242,519153827676;1578,01040128013;nM
OVCAR-8 R2;Volasertib (BI 6727);responder;LL.4;841,803168831152;918,822362353105;1002,88828174924;86,2834229559633;5238,99597107646;390,20191520493;2606,63155136861;242,519153827676;1578,01040128013;nM
OVCAR-8 R3;Volasertib (BI 6727);responder;LL.4;242,519153827676;618,625692361486;1578,01040128013;86,2834229559633;5238,99597107646;390,20191520493;2606,63155136861;242,519153827676;1578,01040128013;nM
