Sample;Destination.Plate.Barcode;Plate.Number;Dispensing.Set;Combination.ID;Drug;CAS.number;Drug.Concentration;Unit;Transfer.Volume;Source.Plate.Barcode;Source.Well;Destination.Well;CPS
OVCAR-8 R1;PID3-0726A1;1;A;606;Paclitaxel (NSC 125973);33069-62-4;500;nM;5;M006;E11;B23;861160
OVCAR-8 R1;PID3-0726A1;1;A;16;DMSO;67-68-5;0.2;%;5;C008;A3;B24;982840
OVCAR-8 R1;PID3-0726A1;1;A;16;Dasatinib (BMS-354825);302962-49-8;10000;nM;5;M006;B7;B24;982840
OVCAR-8 R1;PID3-0726A1;1;A;2979;DMSO;67-68-5;0.2;%;5;C008;A6;B25;2391560
OVCAR-8 R1;PID3-0726A1;1;A;2979;Nutlin-3a;675576-98-4;5000;nM;5;M006;J16;B25;2391560
OVCAR-8 R1;PID3-0726A1;1;A;1924;Carboplatin (NSC 241240);41575-94-4;10000;nM;5;M006;L2;B26;368880
OVCAR-8 R1;PID3-0726A1;1;A;1924;Cucurbitacin I (JSI-124);2222-07-3;6000;nM;5;M006;I4;B26;368880
OVCAR-8 R1;PID3-0726A1;1;A;1469;Cobimetinib;934660-93-2;20000;nM;10;M006;A16;B27;458880
OVCAR-8 R1;PID3-0726A1;1;A;2032;Selpercatinib (LOXO-292);2152628-33-4;5000;nM;5;M006;K2;B28;1403800
OVCAR-8 R1;PID3-0726A1;1;A;2032;Trametinib (GSK1120212);871700-17-3;800;nM;5;M006;G3;B28;1403800
OVCAR-8 R1;PID3-0726A1;1;A;90;Niraparib (MK-4827);1038915-60-4;625;nM;5;M006;E4;B29;1021840
OVCAR-8 R1;PID3-0726A1;1;A;90;Pictilisib (GDC-0941);957054-30-7;10000;nM;5;M006;F1;B29;1021840
OVCAR-8 R1;PID3-0726A1;1;A;2179;Niraparib (MK-4827);1038915-60-4;1250;nM;5;M006;E3;B30;2250480
OVCAR-8 R1;PID3-0726A1;1;A;2179;Vismodegib (GDC-0449);879085-55-9;5000;nM;5;M006;K17;B30;2250480
OVCAR-8 R1;PID3-0726A1;1;A;285;DMSO;67-68-5;0.2;%;5;C008;A20;B31;2345160
OVCAR-8 R1;PID3-0726A1;1;A;285;Dexamethasone;50-02-2;1250;nM;5;M006;B20;B31;2345160
OVCAR-8 R1;PID3-0726A1;1;A;794;Abemaciclib (LY2835219);1231929-97-7;2000;nM;5;M006;G23;B32;1699000
OVCAR-8 R1;PID3-0726A1;1;A;794;Paclitaxel (NSC 125973);33069-62-4;500;nM;5;M006;E11;B32;1699000
OVCAR-8 R1;PID3-0726A1;1;A;379;DMSO;67-68-5;0.2;%;5;C008;A14;B33;2713320
OVCAR-8 R1;PID3-0726A1;1;A;379;Dabrafenib ;1195765-45-7;2500;nM;5;M006;B4;B33;2713320
OVCAR-8 R1;PID3-0726A1;1;A;571;DMSO;67-68-5;0.2;%;5;C008;A14;B34;2785760
OVCAR-8 R1;PID3-0726A1;1;A;571;Vemurafenib (PLX4032);918504-65-1;2500;nM;5;M006;G9;B34;2785760
OVCAR-8 R1;PID3-0726A1;1;A;2516;Carboplatin (NSC 241240);41575-94-4;2500;nM;5;M006;L4;B35;2693160
OVCAR-8 R1;PID3-0726A1;1;A;2516;Simvastatin (MK 733);79902-63-9;2500;nM;5;M006;K8;B35;2693160
