Sample;Package;Version;Model;Rank;QC;Drug A;Drug B;Synergy Score;Median (syn);MAD (syn);Mean (syn);SEM (syn);SD (syn);Median/MAD (syn);Mean/SD (syn);Maximum (syn);Antagonism Score;Median (ant);MAD (ant);Mean (ant);SEM (ant);SD (ant);Median/MAD (ant);Mean/SD (ant);Maximum (ant);EC50 (Drug A);EC50 (Drug B);bayesfactor;observation noise;kernel length scale;kernel amplitude;divergent;max_treedepth
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;1;PASS;Navitoclax (ABT-263);Paclitaxel (NSC 125973);23,3388285669865;23,3388285669865;3,37457553446705;23,1648518382626;0,0915334603318703;3,62729628745455;6,91607828261947;6,38625852494629;35,1288301637722;0,0211609040718095;0,0211609040718095;0,0313546185647633;0,157829187920439;0,00718936163772941;0,268899752985078;0,674889539099367;0,586944339547971;2,21241778683918;11579,4903775622;12,5693642775528;375403,841115761;0,075362268574904;5,02653570095984;2,42499257091437;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;2;PASS;Paclitaxel (NSC 125973);Venetoclax (ABT-199);17,8396145112243;17,8396145112243;3,9814074746031;17,6645396510409;0,118237238714412;3,93134022220198;4,48073065241901;4,49326149674903;30,8167281346567;9,8312705144469e-05;9,8312705144469e-05;0,000140262023992716;0,127076032880047;0,00885475366626659;0,324234501905638;0,70092176303954;0,391926313002402;3,93920940721827;12,5976488002642;475325,986480808;2414,18124163712;0,0683912648765597;8,09653115950401;1,42108179751636;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;4;PASS;Afatinib (BIBW2992);Paclitaxel (NSC 125973);12,3229422544009;12,3229422544009;3,20398546123258;12,3971021255501;0,0686044863863665;3,26367182986506;3,84612926728456;3,79851369004299;22,345109313458;1,31025811983538;1,31025811983538;1,22869394132853;1,42507874008173;0,0504742210661521;1,23136953833982;1,06638282794709;1,15731199750408;10,7636589995692;4405,37411508963;12,7864881859405;299,508078225777;0,0865345062134512;5,80971663931132;1,74871461913746;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;5;PASS;Nutlin-3a;Paclitaxel (NSC 125973);10,402512393327;10,402512393327;4,67752422971269;10,3985336133392;0,161540569324436;4,41064199252514;2,22393554420261;2,3576012257632;25,4518339933699;0,0661816280622153;0,0661816280622153;0,0980987503025475;0,460898805843304;0,0288664697504714;0,825684445074117;0,674642927235095;0,558202117761746;8,30919037310557;1930919,31859921;12,7112017413714;27,2297947534973;0,0668834548514165;11,1138318125802;0,88618313413694;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;6;PASS;Entrektinib (RXDX-101);Paclitaxel (NSC 125973);10,3887092832066;10,3887092832066;3,56009642111183;10,2460213384283;0,0998684264129806;3,55487542349227;2,9180977294885;2,88224511347742;21,6222692208172;8,30477711998896e-05;8,30477711998896e-05;9,50937121261275e-05;0,187639310839938;0,0164271417614982;0,537696146374277;0,87332557897981;0,348969045259489;5,94670678919546;5475,55469217429;11,8781556818829;36,9423323875054;0,0874387049335379;62,6732223178348;0,975114973693715;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;7;PASS;Paclitaxel (NSC 125973);TNKS1/2 inhibitor (OM-153);9,92921195445549;9,92921195445549;3,46090695599285;9,65854504129249;0,0994524392446907;3,49276504080646;2,86896240803649;2,76530062117841;19,9471691555097;0,00113110649196476;0,00113110649196476;0,00167259438514398;0,171524101469593;0,0108226850720615;0,389706429277222;0,676258692490703;0,440136699278259;3,33350005276219;11,3965144136061;130136,094784169;35,2755252471355;0,0641303605915446;11,6000215018156;0,520264724796239;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;8;PASS;Paclitaxel (NSC 125973);Selumetinib (AZD6244);9,7420650185561;9,7420650185561;3,61081330315922;9,6168999799059;0,121156470720958;3,72012845812485;2,6980251263704;2,58509910786076;20,5426573041363;6,79769796775748e-05;6,79769796775748e-05;5,1361493362941e-05;0,100963296737483;0,00994947906769571;0,362966208120797;1,32350084132527;0,278161697917295;4,78353574283893;13,9027821626247;22268,5105265706;42,5204443299637;0,0727112065225725;31,0754040681404;0,582530361241085;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;9;PASS;Binimetinib (MEK162);Paclitaxel (NSC 125973);9,58615003411495;9,58615003411495;3,51356440440918;9,25790005360656;0,175238234725762;3,66414025424456;2,72832626095746;2,52662383904126;19,3181754796795;9,02288748392292e-05;9,02288748392292e-05;0,000120120985596275;0,160515645257544;0,0114505966527937;0,437162359115023;0,751149970934199;0,367176271951882;5,97265865908089;26756,1711337057;12,8029550024464;25,6692257334277;0,0669846804093461;28,0971339728343;0,55938971767302;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;10;PASS;Fludarabine (Fludara);Trametinib (GSK1120212);9,49884289734575;9,49884289734575;3,48855186503958;9,2729772071666;0,153747877453456;3,65841307948898;2,72286130888238;2,53470092052599;24,4436666212758;1,79246469596954;1,79246469596954;1,39692480404005;2,08509896146371;0,0611649393297528;1,59783184831205;1,28315045361465;1,30495518891203;12,000431025569;4759,36125026288;54,3373867357706;16,1932549157961;0,0664975625661651;2,90163578652565;1,03759553476866;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;11;PASS;Sorafenib (Nexavar);Trametinib (GSK1120212);9,19139000268948;9,19139000268948;3,98400526826666;8,88652986822408;0,236176028202366;3,89685381793603;2,30707275311622;2,28043748520696;22,0326001280029;0,487941384408432;0,487941384408432;0,723338311383659;1,06496587771393;0,0606774649255757;1,44737292271968;0,674568700052758;0,735792317927853;9,93734430309819;7913,39057276051;44,2148176292105;12,7736441293297;0,0510266307645508;25,2576743964925;0,992885520235734;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;12;PASS;Paclitaxel (NSC 125973);Tamoxifen (ICI 46474);8,21186595594014;8,21186595594014;3,49677259135799;8,24400719418477;0,0896787411661073;3,52814660005834;2,34841292689011;2,33664009617254;21,0069509938063;8,58937100720867e-05;8,58937100720867e-05;0,000109276861048256;0,203449999093318;0,012978762819313;0,493235233878898;0,786019192426805;0,412480668693004;5,08916938315175;13,9481645439779;30387,4893191906;16,1015158185758;0,0767213114293147;25,7567026374075;0,593556871365516;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;13;PASS;Gedatolisib (PKI-587);Trametinib (GSK1120212);7,36963442183636;7,36963442183636;2,26530610358363;7,33865678414627;0,101250133606208;2,40727161460432;3,25326206916491;3,04853713675408;16,413949383401;0,235580881836187;0,235580881836187;0,349175564826666;0,493335814768128;0,0198786597406892;0,652626208254413;0,674677456176327;0,755924001409105;4,97781289425626;1408,46709731746;57,6663696407197;83,2507520732757;0,0483888943387655;8,15682608072355;0,58556193541937;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;14;PASS;Everolimus (RAD001);Paclitaxel (NSC 125973);7,15519849450545;7,15519849450545;3,84960007521627;7,06799027720544;0,118383403140617;3,62023716846038;1,85868618939682;1,95235673172234;17,878873247086;0,00542296174009207;0,00542296174009207;0,00803444874840466;0,295665293644887;0,0219659376523127;0,701942934415343;0,674963760415904;0,421209872126073;10,7890448024031;201,130647696527;13,2452158822435;7,71715292902425;0,0713334534596904;21,2347111277604;0,429340997284066;0;0
OVCAR-8 R2;bayesynergy;2.5.1;Bayesian;15;PASS;Navitoclax (ABT-263);Niraparib (MK-4827);6,0603758786513;6,0603758786513;4,68761489166316;6,20827540652474;0,130275127059182;4,12977268943576;1,29284849944255;1,50329904544185;20,0898164802646;8,39297586707209e-05;8,39297586707209e-05;9,39492259829332e-05;0,185186051674219;0,0117538545358791;0,501452085100746;0,893352316558388;0,369299594470753;5,33282288277116;47134,0846700578;9228,77170152009;4,2281340206439;0,0731822372179389;17,0274771275066;0,477837903094607;0;0
